"id","gaiia_id","status","gaiia_status","City","name","created_at"
25286,32563,Instalaciones,ACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-08-24 19:57:56.000
27852,34894,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-09-11 13:09:05.000
55018,58568,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-01-16 21:08:07.000
11861,21567,Instalaciones,ACTIVE,Cartagena,FREDONIA,2024-04-13 12:44:33.000
14270,23293,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RICAURTE,2024-05-15 21:04:09.000
12977,22289,Instalaciones,ACTIVE,Cartagena,BOSTON,2024-04-29 17:00:00.000
9883,20297,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL LIBANO,2024-02-14 09:41:17.000
64999,67389,Instalaciones,ACTIVE,Cartagena,VISTA HERMOSA,2025-02-25 17:00:00.000
59367,62267,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-02-03 15:56:29.000
16495,25148,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-06-08 15:03:21.000
51337,55186,Instalaciones,ACTIVE,Cartagena,LOS ALPES,2025-01-03 15:05:20.000
58270,61164,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-01-28 21:33:07.000
69109,71317,Instalaciones,ACTIVE,Cartagena,BOSTON,2025-03-12 17:00:00.000
32282,38882,Instalaciones,ACTIVE,Cartagena,VEINTE DE JULIO SUR,2024-10-03 22:15:03.000
35305,41303,Instalaciones,ACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-10-18 16:59:01.000
52772,56413,Instalaciones,SUSPENDED,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-01-09 13:53:46.000
69117,71319,Instalaciones,ACTIVE,Cartagena,JUAN XXIII,2025-03-12 23:56:00.000
27178,34224,Instalaciones,ACTIVE,Barranquilla,CARRIZAL,2024-09-06 22:37:26.000
64386,66834,Instalaciones,SUSPENDED,Cartagena,TRECE DE JUNIO,2025-02-21 21:41:49.000
27944,35003,Instalaciones,ACTIVE,Barranquilla,CARRIZAL,2024-09-11 16:06:39.000
45360,50008,Instalaciones,SUSPENDED,Cartagena,LOMA FRESCA,2024-12-02 21:43:13.000
34940,40905,Instalaciones,ACTIVE,Cartagena,LA MARIA,2024-10-17 15:01:21.000
20827,28909,Instalaciones,ACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-07-16 20:19:33.000
1454,16152,Instalaciones,SUSPENDED,Cartagena,VILLA HERMOSA SECTOR 24 JUNIO,2024-02-14 17:00:00.000
20697,28671,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-07-15 20:22:22.000
26093,33210,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RICAURTE,2024-08-30 16:00:18.000
59447,62377,Instalaciones,ACTIVE,Cartagena,PALESTINA,2025-02-03 17:54:05.000
14047,23057,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-05-11 16:04:49.000
22098,29904,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-07-27 19:59:12.000
68145,70408,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2025-03-08 21:12:10.000
13550,22684,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL LIBANO,2024-05-06 17:00:00.000
37624,43298,Instalaciones,ACTIVE,Cartagena,PARAISO II,2024-10-29 22:39:26.000
41261,46322,Instalaciones,SUSPENDED,Barranquilla,SANTA MARIA,2024-11-15 15:58:17.000
32421,38997,Instalaciones,ACTIVE,Cartagena,LA VICTORIA,2024-10-04 21:01:37.000
41616,46705,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-11-16 17:10:09.000
42030,47079,Instalaciones,ACTIVE,Cartagena,LA MARIA,2024-11-18 21:42:10.000
35233,41226,Instalaciones,SUSPENDED,Barranquilla,LA SIERRITA,2024-10-18 14:49:29.000
58775,61672,Instalaciones,SUSPENDED,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2025-01-30 21:37:25.000
25080,32338,Instalaciones,ACTIVE,Cartagena,SIMON BOLIVAR,2024-08-23 14:16:43.000
17478,25807,Instalaciones,ACTIVE,Cartagena,PTO PESCADORES,2024-06-17 15:41:38.000
20646,28632,Instalaciones,ACTIVE,Cartagena,FREDONIA,2024-07-15 15:13:37.000
9152,19768,Instalaciones,SUSPENDED,Cartagena,REPUBLICA DEL LIBANO,2024-01-05 14:48:49.000
47463,51793,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2024-12-12 03:01:18.000
21219,29180,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR AMANZANADO,2024-07-19 16:57:19.000
69088,71285,Instalaciones,ACTIVE,Barranquilla,SAN LUIS,2025-03-12 21:16:18.000
26055,33185,Instalaciones,SUSPENDED,Cartagena,UB LA ESMERALDA II,2024-08-30 14:51:58.000
13394,22529,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RICAURTE,2024-05-03 18:10:13.000
16703,25267,Instalaciones,SUSPENDED,Cartagena,FREDONIA,2024-06-11 15:18:09.000
21839,29853,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-07-25 19:09:34.000
20854,28820,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-07-17 00:34:25.000
19174,27135,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR LA PUNTILLA,2024-06-29 16:38:53.000
41094,46202,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-11-14 20:19:37.000
37826,43468,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-10-30 19:23:01.000
34106,40222,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-10-12 22:12:03.000
48354,52652,Instalaciones,SUSPENDED,Barranquilla,SAN PEDRO,2024-12-16 14:32:01.000
33521,39801,Instalaciones,SUSPENDED,Cartagena,LA ESPERANZA,2024-10-10 17:10:50.000
26386,33517,Instalaciones,SUSPENDED,Cartagena,EL EDUCADOR,2024-09-03 13:26:20.000
19635,27611,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR LA PUNTILLA,2024-07-05 14:45:44.000
16244,24901,Instalaciones,SUSPENDED,Cartagena,LA ESPERANZA,2024-06-05 17:07:57.000
22783,30409,Instalaciones,SUSPENDED,Cartagena,FREDONIA,2024-08-02 19:56:34.000
12650,22032,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-04-25 12:00:15.000
48179,52408,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR CENTRAL,2024-12-14 17:56:56.000
5636,17741,Instalaciones,SUSPENDED,Cartagena,LA CANDELARIA,2023-08-09 17:00:00.000
131,15026,Instalaciones,SUSPENDED,Cartagena,UB NELSON MANDELA SECTOR LAS VEGAS,2024-02-24 17:00:00.000
43309,48151,Instalaciones,ACTIVE,Cartagena,LA CANDELARIA,2024-11-22 17:00:00.000
13551,22688,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL LIBANO,2024-05-06 16:09:19.000
21974,29838,Instalaciones,SUSPENDED,Cartagena,N.N,2024-07-26 21:21:12.000
25928,33130,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-08-29 21:34:10.000
19492,27474,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR LA PUNTILLA,2024-07-04 13:44:39.000
21478,29365,Instalaciones,SUSPENDED,Cartagena,UB NELSON MANDELA SECTOR LA PRIMAVERA,2024-07-23 17:00:00.000
57656,66274,Instalaciones,ACTIVE,Cartagena,FREDONIA,2025-01-26 17:00:00.000
23945,31468,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR CENTRAL,2024-08-14 17:22:49.000
55541,58978,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR AMANZANADO,2025-01-18 18:18:36.000
18421,26480,Instalaciones,SUSPENDED,Cartagena,UB NELSON MANDELA SECTOR LA PRIMAVERA,2024-06-22 17:50:23.000
8783,20363,Instalaciones,SUSPENDED,Cartagena,BOSTON,2024-02-16 17:00:00.000
55657,59084,Instalaciones,SUSPENDED,Cartagena,FREDONIA,2025-01-20 14:53:33.000
50887,54945,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-12-31 17:00:00.000
53780,57419,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR LA PUNTILLA,2025-01-12 19:45:24.000
50736,54901,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2024-12-30 15:29:07.000
27093,34120,Instalaciones,ACTIVE,Barranquilla,CARRIZAL,2024-09-06 19:21:35.000
41583,46812,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-11-16 16:26:54.000
19626,27604,Instalaciones,SUSPENDED,Cartagena,NUEVO PARAISO,2024-07-05 14:08:01.000
14107,23119,Instalaciones,ACTIVE,Cartagena,PTO PESCADORES,2024-05-13 17:00:00.000
45206,49806,Instalaciones,SUSPENDED,Cartagena,FREDONIA,2024-11-30 18:23:18.000
2924,15738,Instalaciones,SUSPENDED,Cartagena,UB NELSON MANDELA SECTOR AMANZANADO,2023-04-18 14:55:05.000
63430,65912,Instalaciones,ACTIVE,Cartagena,A.S.D,2025-02-18 17:38:38.000
31761,38432,Instalaciones,SUSPENDED,Cartagena,LOMAS DEL CIELO,2024-10-01 19:22:59.000
20528,28588,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL LIBANO,2024-07-13 01:30:45.000
13346,22489,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR RICAURTE,2024-05-03 11:45:06.000
35465,41432,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-10-19 15:17:51.000
28181,35218,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-09-12 15:11:05.000
37470,43228,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-10-29 16:54:03.000
28083,35120,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-09-11 20:34:30.000
42748,47574,Instalaciones,ACTIVE,Cartagena,LOMA FRESCA,2024-11-21 11:40:35.000
44615,49144,Instalaciones,SUSPENDED,Cartagena,CERRO DE LA POPA,2024-11-27 20:54:54.000
14154,23173,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2024-05-13 20:55:55.000
63039,65632,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-02-17 18:43:54.000
49018,53238,Instalaciones,ACTIVE,Barranquilla,EL BOSQUE,2024-12-18 17:05:07.000
5140,17198,Instalaciones,ACTIVE,Cartagena,N.N,2023-07-14 11:15:00.000
43959,50123,Instalaciones,ACTIVE,Cartagena,LA CANDELARIA,2024-11-25 19:46:40.000
67653,69900,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2025-03-07 15:39:31.000
11159,21073,Instalaciones,ACTIVE,Cartagena,LA CANDELARIA,2024-04-02 16:24:44.000
40032,45342,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-11-09 20:14:22.000
30137,36889,Instalaciones,SUSPENDED,Cartagena,BOSTON,2024-09-24 14:08:20.000
6481,18548,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL LIBANO,2023-09-19 15:26:40.000
11604,21377,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR LA MAGDALENA,2024-04-08 14:04:26.000
60347,63140,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-02-06 19:56:43.000
5674,17775,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR LA PRIMAVERA,2023-08-10 16:05:58.000
46512,50960,Instalaciones,SUSPENDED,Cartagena,SAN JOSE DE LOS CAMPANOS,2024-12-09 14:05:13.000
37416,43097,Instalaciones,SUSPENDED,Cartagena,REPUBLICA DEL CARIBE,2024-10-29 13:48:32.000
9433,19963,Instalaciones,SUSPENDED,Cartagena,N.NPUERTA DE HIERRO,2024-01-19 17:00:00.000
46949,51378,Instalaciones,SUSPENDED,Cartagena,LA CANDELARIA,2024-12-10 17:56:51.000
35002,40986,Instalaciones,SUSPENDED,Cartagena,PIE DE POPA,2024-10-17 16:04:55.000
42049,47569,Instalaciones,SUSPENDED,Barranquilla,LA SIERRITA,2024-11-18 23:21:41.000
35122,41134,Instalaciones,ACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-10-17 19:24:30.000
30239,36993,Instalaciones,SUSPENDED,Cartagena,EL REPOSO,2024-09-24 19:06:24.000
38388,44200,Instalaciones,ACTIVE,Cartagena,LOMA FRESCA,2024-11-02 15:05:19.000
13040,22358,Instalaciones,SUSPENDED,Cartagena,NUEVO PARAISO,2024-04-30 17:08:27.000
69131,71326,Instalaciones,ACTIVE,Cartagena,BUENOS AIRES,2025-03-13 13:38:58.000
5315,17407,Instalaciones,SUSPENDED,Cartagena,N.NPUERTA DE HIERRO,2023-07-24 19:12:12.000
24283,31679,Instalaciones,ACTIVE,Cartagena,FREDONIA,2024-08-16 18:48:15.000
52433,56289,Instalaciones,ACTIVE,Cartagena,SAN JOSE DE LOS CAMPANOS,2025-01-08 13:54:00.000
6579,18647,Instalaciones,SUSPENDED,Cartagena,UB NELSON MANDELA SECTOR LA PRIMAVERA,2023-09-23 17:00:00.000
64687,67111,Instalaciones,ACTIVE,Cartagena,PARAISO II,2025-02-24 14:07:41.000
37415,43141,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR CENTRAL,2024-10-29 13:47:56.000
11071,20989,Instalaciones,ACTIVE,Cartagena,BOSTON,2024-03-27 13:56:09.000
69133,71327,Instalaciones,ACTIVE,Cartagena,URBANIZACION FOR DEL CAMPO,2025-03-13 13:41:27.000
41516,46579,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-11-16 15:21:37.000
41542,46616,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-11-16 15:47:14.000
10802,20894,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR AMANZANADO,2024-03-20 17:00:00.000
40970,46088,Instalaciones,SUSPENDED,Cartagena,LA ESPERANZA,2024-11-14 16:11:43.000
68825,71055,Instalaciones,ACTIVE,Cartagena,LA MARIA,2025-03-11 22:07:57.000
7658,15735,Instalaciones,SUSPENDED,Cartagena,N.N,2023-11-27 17:12:25.000
26749,33815,Ventas,PENDING,Cartagena,EL POZON,2024-09-05 17:00:00.000
7253,19302,Instalaciones,SUSPENDED,Cartagena,N.N,2023-11-17 17:00:00.000
22591,30304,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR ZARABANDA,2024-08-01 17:10:20.000
41093,46204,Instalaciones,ACTIVE,Cartagena,VILLA ESTELA,2024-11-14 20:18:10.000
27128,34157,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-09-06 17:00:00.000
9938,20380,Instalaciones,SUSPENDED,Cartagena,LA CANDELARIA,2024-02-17 12:34:12.339
5901,17990,Instalaciones,ACTIVE,Cartagena,BOSTON,2023-08-17 17:00:00.000
15246,24115,Instalaciones,ACTIVE,Cartagena,VEINTE DE JULIO SUR,2024-05-27 19:37:37.000
18191,26263,Instalaciones,SUSPENDED,Cartagena,UB NELSON MANDELA SECTOR 18 DE ENERO,2024-06-20 17:20:22.000
64815,67231,Instalaciones,SUSPENDED,Cartagena,VILLA ROSA,2025-02-24 18:06:26.000
6985,19016,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR LA CONQUISTA II,2023-10-19 18:53:46.000
65256,67650,Instalaciones,SUSPENDED,Cartagena,SAN FRANCISCO,2025-02-25 21:07:02.000
40686,45958,Instalaciones,ACTIVE,Cartagena,LOMA FRESCA,2024-11-13 18:41:27.000
69135,71329,Instalaciones,ACTIVE,Cartagena,PALESTINA,2025-03-13 13:51:33.000
783,15280,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR FRANCISCO DE PAULA II,2023-03-07 12:23:33.000
51696,55528,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-01-04 17:13:13.000
53334,56996,Instalaciones,SUSPENDED,Cartagena,UB NELSON MANDELA SECTOR LAS TORRES,2025-01-10 22:59:32.000
69005,71213,Instalaciones,ACTIVE,Barranquilla,SANTO DOMINGO DE GUZMAN,2025-03-12 18:37:15.000
13974,22980,Instalaciones,SUSPENDED,Cartagena,NUEVO PARAISO,2024-05-10 15:59:21.000
62060,64688,Instalaciones,ACTIVE,Cartagena,TORICES,2025-02-13 16:24:04.000
37899,43596,Instalaciones,ACTIVE,Cartagena,PALESTINA,2024-10-31 15:12:42.000
44012,48727,Instalaciones,SUSPENDED,Barranquilla,"7 DE ABRIL",2024-11-25 22:02:01.000
49866,54013,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-12-23 13:45:49.000
6228,18304,Instalaciones,SUSPENDED,Cartagena,BOSTON,2023-08-30 18:05:31.000
33503,39827,Instalaciones,ACTIVE,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-10-10 16:39:43.000
26306,33437,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-09-02 15:55:37.000
59161,62052,Instalaciones,ACTIVE,Cartagena,VALPARAISO,2025-02-01 16:23:18.000
14083,23089,Instalaciones,SUSPENDED,Cartagena,BOSTON,2024-05-11 20:43:43.000
69098,71298,Instalaciones,ACTIVE,Barranquilla,SAN LUIS,2025-03-12 21:54:05.000
18181,26240,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR CENTRAL,2024-06-20 16:44:53.000
33564,39852,Instalaciones,SUSPENDED,Cartagena,VALPARAISOSAN PEDRO MARTIRURBANIZACION VILLA DEL CARMEN,2024-10-10 19:29:33.000
69136,71335,Instalaciones,ACTIVE,Cartagena,URBANIZACION COLOMBIATON,2025-03-13 13:57:00.000
27899,34951,Instalaciones,SUSPENDED,Barranquilla,LA SIERRITA,2024-09-11 14:55:35.000
29934,36785,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR PLAYA BLANCA,2024-09-23 16:27:17.000
11812,21531,Instalaciones,SUSPENDED,Cartagena,FREDONIA,2024-04-12 13:50:06.617
65164,67559,Instalaciones,ACTIVE,Cartagena,CIUDADELA BICENTENARIO,2025-02-25 18:09:22.000
28370,35392,Instalaciones,SUSPENDED,Barranquilla,LA SIERRITA,2024-09-12 22:18:52.000
19043,27004,Instalaciones,ACTIVE,Cartagena,VILLA BARRAZA,2024-06-28 01:18:48.000
9567,20114,Instalaciones,ACTIVE,Cartagena,LA CANDELARIA,2024-01-30 15:34:41.000
27443,34568,Instalaciones,ACTIVE,Cartagena,LA ESPERANZA,2024-09-09 15:34:45.000
65265,67661,Instalaciones,SUSPENDED,Cartagena,CERRO DE LA POPA,2025-02-25 21:14:29.000
37019,42777,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-10-26 19:27:15.000
14027,23033,Instalaciones,ACTIVE,Cartagena,PTO PESCADORES,2024-05-11 14:01:08.000
40191,45493,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL CARIBE,2024-11-11 21:08:20.000
65387,67770,Instalaciones,ACTIVE,Cartagena,CERRO DE LA POPA,2025-02-26 16:07:08.000
45683,50300,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR LA PUNTILLA,2024-12-04 22:24:32.000
68857,71081,Instalaciones,ACTIVE,Cartagena,SAN JOSE DE LOS CAMPANOS,2025-03-12 12:40:39.000
35066,41053,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-10-17 17:32:24.000
25816,33014,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2024-08-29 16:18:39.000
46619,51005,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-12-09 16:21:16.000
12178,21803,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-04-19 14:00:25.000
44594,49128,Instalaciones,ACTIVE,Cartagena,PROVIDENCIA,2024-11-27 19:54:42.000
60573,63345,Instalaciones,SUSPENDED,Cartagena,EL POZON,2025-02-07 19:18:10.000
10097,20583,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR FRANCISCO DE PAULA I,2024-02-28 10:40:02.000
31376,37988,Instalaciones,ACTIVE,Cartagena,NUEVO PARAISO,2024-09-30 16:43:05.000
68560,70788,Instalaciones,ACTIVE,Cartagena,N.N,2025-03-11 13:55:02.000
15296,24160,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2024-05-27 21:36:01.000
9339,19881,Instalaciones,ACTIVE,Cartagena,SECTOR CENTRAL I,2024-01-15 17:00:00.000
47010,51399,Instalaciones,SUSPENDED,Cartagena,UB NUEVA VENECIA,2024-12-10 20:28:38.000
41230,46405,Instalaciones,ACTIVE,Cartagena,PETARE,2024-11-15 15:25:04.000
53084,56729,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-01-10 14:07:52.000
35700,41687,Instalaciones,SUSPENDED,Barranquilla,LAS AMERICAS,2024-10-21 17:26:50.000
1972,15317,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR FRANCISCO DE PAULA II,2023-03-10 17:00:00.000
14082,23091,Instalaciones,ACTIVE,Cartagena,MARIA AUXILIADORA,2024-05-11 20:39:53.000
49451,53696,Instalaciones,ACTIVE,Cartagena,CERRO DE LA POPA,2024-12-19 23:24:39.000
29495,36387,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-09-18 19:11:15.000
20316,28291,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-07-11 15:03:46.000
11766,21480,Instalaciones,ACTIVE,Cartagena,NUEVO PARAISO,2024-04-10 15:58:24.000
34270,40500,Instalaciones,ACTIVE,Barranquilla,LAS AMERICAS,2024-10-15 16:14:28.000
6753,18807,Instalaciones,SUSPENDED,Cartagena,LA CANDELARIA,2023-10-05 08:23:49.000
35276,47803,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-10-18 15:57:51.000
25170,32429,Instalaciones,ACTIVE,Cartagena,SIMON BOLIVAR,2024-08-23 19:44:42.000
64951,67352,Instalaciones,ACTIVE,Cartagena,UB NELSON MANDELA SECTOR AMANZANADO,2025-02-24 22:03:22.000
17112,25613,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-06-13 22:15:02.000
18771,26823,Instalaciones,ACTIVE,Cartagena,VILLA HERMOSA SECTOR CENTRAL II,2024-06-26 19:06:41.000
23800,31759,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-08-13 15:31:00.000
36998,42754,Instalaciones,SUSPENDED,Barranquilla,CARRIZAL,2024-10-26 17:47:07.000
61796,64432,Instalaciones,ACTIVE,Cartagena,EL POZON,2025-02-12 16:55:07.000
60802,63566,Instalaciones,SUSPENDED,Barranquilla,CARRIZAL,2025-02-08 17:33:46.000
3881,18653,Instalaciones,ACTIVE,Cartagena,N.N,2023-09-25 08:41:27.000
10480,20809,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL LIBANO,2024-03-13 11:30:30.000
12713,22081,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR 11 DE NOVIEMBRE,2024-04-25 17:06:42.000
16675,25244,Instalaciones,SUSPENDED,Cartagena,NUEVO PARAISO,2024-06-10 20:26:19.000
27516,34495,Instalaciones,ACTIVE,Cartagena,N.N,2024-09-09 17:14:40.000
45939,50524,Instalaciones,SUSPENDED,Cartagena,OLAYA SECTOR RAFAEL NUÑEZ,2024-12-05 20:15:47.000
44610,49140,Instalaciones,ACTIVE,Cartagena,PROVIDENCIA,2024-11-27 20:46:40.000
18382,26443,Instalaciones,SUSPENDED,Cartagena,TESCA,2024-06-22 15:32:13.000
24326,31749,Instalaciones,ACTIVE,Cartagena,EL POZON,2024-08-16 21:12:09.000
22047,29857,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RICAURTE,2024-07-27 16:49:36.000
5834,17919,Instalaciones,ACTIVE,Cartagena,REPUBLICA DEL LIBANO,2023-08-15 17:00:00.000
23058,30733,Instalaciones,SUSPENDED,Cartagena,EL POZON,2024-08-06 15:29:14.000
26935,33990,Instalaciones,ACTIVE,Barranquilla,LA SIERRITA,2024-09-06 12:58:08.000
15289,24157,Instalaciones,ACTIVE,Cartagena,OLAYA SECTOR RICAURTE,2024-05-27 21:24:37.000
42834,48013,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-11-21 16:04:02.000
5493,17586,Instalaciones,SUSPENDED,Cartagena,LA CANDELARIA,2023-08-01 10:00:32.000
41024,46142,Instalaciones,ACTIVE,Barranquilla,"7 DE ABRIL",2024-11-14 17:54:39.000
55578,59023,Instalaciones,SUSPENDED,Cartagena,SAN FRANCISCO,2025-01-18 20:19:02.000
60095,62873,Instalaciones,ACTIVE,Cartagena,LOMAS DEL CIELO,2025-02-05 19:14:09.000
